threshold,recall,precision,f1,roc_auc,avg_precision,tn,fp,fn,tp,fpr,predicted_positive,model,n_models
0.10323463848074425,1.0,0.08068459657701711,0.1493212669683258,0.8752886563928555,0.3211501321770127,534,752,0,66,0.5847589424572317,818,XGBoost+XGBoost_SMOTE+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,7
0.08137128375824014,1.0,0.08058608058608059,0.14915254237288136,0.8772208869409491,0.33229275298757766,533,753,0,66,0.5855365474339036,819,XGBoost+LightGBM+XGBoost_SMOTE+RandomForest+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,9
0.1188437758633167,1.0,0.08058608058608059,0.14915254237288136,0.8754889485838164,0.33328854341157577,533,753,0,66,0.5855365474339036,819,LightGBM+XGBoost_SMOTE+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,6
0.14192271414418975,1.0,0.08058608058608059,0.14915254237288136,0.8730972241858712,0.3142442408065956,533,753,0,66,0.5855365474339036,819,XGBoost_SMOTE+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,5
0.09111155867065122,1.0,0.08038976857490865,0.1488162344983089,0.876490409538621,0.32265105624505575,531,755,0,66,0.5870917573872473,821,XGBoost+XGBoost_SMOTE+RandomForest+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,8
0.10275895073998573,1.0,0.08029197080291971,0.14864864864864866,0.8774447429190819,0.32981749843769614,530,756,0,66,0.5878693623639192,822,LightGBM+XGBoost_SMOTE+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,7
0.10212022197488017,1.0,0.08019441069258809,0.1484814398200225,0.8753593477543711,0.3355515499309952,529,757,0,66,0.588646967340591,823,XGBoost+LightGBM+XGBoost_SMOTE+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,7
0.1185654115608683,1.0,0.08019441069258809,0.1484814398200225,0.8741575946086055,0.33309052484692614,529,757,0,66,0.588646967340591,823,XGBoost+XGBoost_SMOTE+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,6
0.09013644422802014,1.0,0.08009708737864078,0.14831460674157304,0.8768909939205429,0.3366713386716459,528,758,0,66,0.5894245723172629,824,XGBoost+LightGBM+XGBoost_SMOTE+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,8
0.11931059512015812,1.0,0.08009708737864078,0.14831460674157304,0.8760309156887696,0.33074601340339926,528,758,0,66,0.5894245723172629,824,XGBoost_SMOTE+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,6
0.11639937844114208,1.0,0.07990314769975787,0.14798206278026907,0.8772797964088788,0.3319868433198901,526,760,0,66,0.5909797822706065,826,LightGBM+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,6
0.10252035276645854,1.0,0.07990314769975787,0.14798206278026907,0.8759955700080116,0.32885412872140496,526,760,0,66,0.5909797822706065,826,XGBoost+XGBoost_SMOTE+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,7
0.13898943723758023,1.0,0.07971014492753623,0.1476510067114094,0.874994109053207,0.3124742288170862,524,762,0,66,0.5925349922239502,828,RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,5
